Id,Weekly_Sales
6_49_2013-01-04,10870.248005054591
6_49_2013-01-11,7083.72381063929
6_49_2013-01-18,20339.87056409195
6_49_2013-01-25,4030.0761985541435
6_49_2013-02-01,2771.618735045572
6_49_2013-02-08,3880.7444304132523
6_49_2013-02-15,77333.38373852918
6_49_2013-02-22,67669.09667467188
6_49_2013-03-01,1695.5582037611116
6_49_2013-03-08,9439.935936646767
6_49_2013-03-15,6772.281563456193
6_49_2013-03-22,28185.16889259023
6_49_2013-03-29,1788.9042477712615
6_49_2013-04-05,11718.856570696342
6_49_2013-04-12,3842.1984069051077
6_49_2013-04-19,13465.549014876235
6_49_2013-04-26,15030.345642386232
6_49_2013-05-03,1858.9624456750971
6_49_2013-05-10,178.05964407296943
6_49_2013-05-17,207.47436478640907
6_49_2013-05-24,11203.698942766074
6_49_2013-05-31,5345.421482075044
6_49_2013-06-07,69497.94783499217
6_49_2013-06-14,21435.42169989647
6_49_2013-06-21,25216.452061483673
6_49_2013-06-28,15146.504951233448
6_49_2013-07-05,17230.777056868843
6_49_2013-07-12,19732.835393769536
6_49_2013-07-19,3933.260827102465
6_49_2013-07-26,2359.9237240241528
6_52_2012-11-02,43543.25676219639
6_52_2012-11-09,56344.15382716999
6_52_2012-11-16,45463.26532002135
6_52_2012-11-23,99890.35202839032
6_52_2012-11-30,43578.128432332676
6_52_2012-12-07,43367.35570053955
6_52_2012-12-14,89814.03969990888
6_52_2012-12-21,30515.69303059489
6_52_2012-12-28,20759.13247508411
6_52_2013-01-04,9775.326635316234
6_52_2013-01-11,87.70025881690478
6_52_2013-01-18,20990.623723533976
6_52_2013-01-25,49708.51860762654
6_52_2013-02-01,11822.857122137988
6_52_2013-02-08,32744.392267225194
6_52_2013-02-15,27050.909744672375
6_52_2013-02-22,4956.486005712601
6_52_2013-03-01,29417.743972216755
6_52_2013-03-08,46869.97635082164
6_52_2013-03-15,46980.52609206795
6_52_2013-03-22,49131.03976647723
6_52_2013-03-29,21673.76197447065
6_52_2013-04-05,7764.599551662617
6_52_2013-04-12,37071.2129054137
6_52_2013-04-19,23848.783547265903
6_52_2013-04-26,49578.33608087334
6_52_2013-05-03,15009.758498366062
6_52_2013-05-10,1835.8112413922188
6_52_2013-05-17,1990.5346542457285
6_52_2013-05-24,8871.127914821227
6_52_2013-05-31,8414.346628984047
6_52_2013-06-07,16346.634685131437
6_52_2013-06-14,28888.435399099257
6_52_2013-06-21,5456.386208694028
6_52_2013-06-28,14618.331068601294
6_52_2013-07-05,8464.200668398218
6_52_2013-07-12,1403.904490115997
6_52_2013-07-19,281.73856666173515
6_52_2013-07-26,5268.335176693535
6_54_2012-11-02,5365.651642417018
6_54_2012-11-09,2459.342978715767
6_54_2012-11-16,10899.382834301567
6_54_2012-11-23,5383.139337449992
6_54_2012-11-30,19986.100954454294
6_54_2012-12-07,3666.9033439494024
6_54_2012-12-14,2967.048612657141
6_54_2012-12-21,3760.449785943381
6_54_2012-12-28,77405.37719377557
6_54_2013-01-04,66562.08264342231
6_54_2013-01-11,1091.9553271972777
6_54_2013-01-18,9149.340357317156
6_54_2013-01-25,6922.447062697681
6_54_2013-02-01,27882.63103014238
6_54_2013-02-08,1716.1229821203729
6_54_2013-02-15,11167.276590856678
6_54_2013-02-22,3720.2239106686325
6_54_2013-03-01,10442.811971974512
6_54_2013-03-08,13615.069771531886
6_54_2013-03-22,1393.298795344523
6_54_2013-04-05,-764.6695449987544
6_54_2013-04-26,173.0036721807635
6_54_2013-05-03,10831.67235387025
6_54_2013-05-10,4912.063476677159
6_54_2013-05-17,67260.05763542738
6_54_2013-05-24,20532.087078397075
6_54_2013-05-31,24708.449346729212
6_54_2013-06-07,14123.654210954215
6_54_2013-06-14,16288.793480873524
6_54_2013-06-21,18068.665130813104
6_54_2013-06-28,3423.5553075138446
6_54_2013-07-05,2246.4882147042476
6_54_2013-07-12,42165.988434455605
6_54_2013-07-19,52482.71666755519
6_55_2012-11-02,44570.30025756866
6_55_2012-11-09,95880.89050786577
6_55_2012-11-16,41719.80136280403
6_55_2012-11-23,42206.84936363012
6_55_2012-11-30,90710.32453278766
6_55_2012-12-07,30901.21515807478
6_55_2012-12-14,20361.638775441024
6_55_2012-12-21,9434.642440164793
6_55_2012-12-28,-378.2424997463022
6_55_2013-01-04,20958.756232358133
6_55_2013-01-11,48778.41022488988
6_55_2013-01-18,10301.744192464708
6_55_2013-01-25,32362.141743332853
6_55_2013-02-01,28201.332737778608
6_55_2013-02-08,4921.191606177032
6_55_2013-02-15,28168.281929976052
6_55_2013-02-22,46882.18440589558
6_55_2013-03-01,44802.743961015156
6_55_2013-03-08,47211.957062799884
6_55_2013-03-15,19763.642581429718
6_55_2013-03-22,7628.348265219988
6_55_2013-03-29,36759.54682445153
6_55_2013-04-05,23584.080317819236
6_55_2013-04-12,46265.42243938917
6_55_2013-04-19,15031.71592375154
6_55_2013-04-26,462.04980518073853
6_55_2013-05-03,1849.4219861023914
6_55_2013-05-10,8716.055611848833
6_55_2013-05-17,8712.558000435998
6_55_2013-05-24,17016.283513415117
6_55_2013-05-31,26889.45250062256
6_55_2013-06-07,4514.772764363603
6_55_2013-06-14,14776.48829262035
6_55_2013-06-21,8540.458263742863
6_55_2013-06-28,1549.0791297619774
6_55_2013-07-05,430.7506561169699
6_55_2013-07-12,5832.164014097565
6_55_2013-07-19,5093.094001857089
6_55_2013-07-26,2186.2096000185174
6_56_2012-11-02,10715.22418049311
6_56_2012-11-09,5414.964092326488
6_56_2012-11-16,19032.40901507064
6_56_2012-11-23,3551.0430561910293
6_56_2012-11-30,2388.174305649188
6_56_2012-12-07,3680.3079647110535
6_56_2012-12-14,75299.64352154754
6_56_2012-12-21,66216.94225240374
6_56_2012-12-28,1249.9508641556279
6_56_2013-01-04,9094.644960572037
6_56_2013-01-11,6652.845297965984
6_56_2013-01-18,27954.423283649736
6_56_2013-01-25,1525.817511632438
6_56_2013-02-01,11487.954346547896
6_56_2013-02-08,3638.639915788066
6_56_2013-02-15,70.36446609866798
6_56_2013-02-22,10026.070091977748
6_56_2013-03-01,13177.60267268389
6_56_2013-03-08,1418.3252949048574
6_56_2013-03-15,-1119.9819612238916
6_56_2013-03-22,-15.07405138715153
6_56_2013-03-29,10759.133961340458
6_56_2013-04-05,5181.56811306908
6_56_2013-04-12,64636.91571603299
6_56_2013-04-19,20942.862680808208
6_56_2013-04-26,24772.162630189814
6_56_2013-05-03,14084.811156461441
6_56_2013-05-10,16605.217141277604
6_56_2013-05-17,17434.337974416132
6_56_2013-05-24,3456.4373712752868
6_56_2013-05-31,2183.1683814149155
6_56_2013-06-07,42389.16593005928
6_56_2013-06-14,49770.7142353262
6_56_2013-06-21,43955.016056308676
6_56_2013-06-28,90416.54554662081
6_56_2013-07-05,39370.665748848594
6_56_2013-07-12,40240.0809912247
6_56_2013-07-19,84070.7582340858
6_56_2013-07-26,27873.63367393194
6_58_2012-11-02,18977.412900671483
6_58_2012-11-09,9534.6240060872
6_58_2012-11-16,-62.58404129285435
6_58_2012-11-23,19700.855607186462
6_58_2012-11-30,55584.75221836232
6_58_2012-12-07,12423.844348608716
6_58_2012-12-14,34263.129670237155
6_58_2012-12-21,26389.47996795444
6_58_2012-12-28,7860.936714105721
6_58_2013-01-04,31473.022851627884
6_58_2013-01-11,51187.2437542726
6_58_2013-01-18,51355.57708747078
6_58_2013-01-25,45281.655086119084
6_58_2013-02-01,23085.350794228176
6_58_2013-02-08,8204.677624395114
6_58_2013-02-15,37214.19656368031
6_58_2013-02-22,26219.984259121346
6_58_2013-03-01,48137.06060865627
6_58_2013-03-08,15540.004790533543
6_58_2013-03-15,516.0561589492554
6_58_2013-03-22,2850.939099348328
6_58_2013-03-29,9644.694707379012
6_58_2013-04-05,8698.539549109015
6_58_2013-04-12,16749.935647608385
6_58_2013-04-19,34309.3604735997
6_58_2013-04-26,8206.267525095798
6_58_2013-05-03,16420.120206080526
6_58_2013-05-10,10387.48895760079
6_58_2013-05-17,2223.94676116195
6_58_2013-05-24,519.906447176545
6_58_2013-05-31,7526.160881905476
6_58_2013-06-07,7554.185996608683
6_58_2013-06-14,4002.414162649917
6_58_2013-06-21,12922.597958831351
6_58_2013-06-28,8982.833858351416
6_58_2013-07-05,26173.735052605927
6_58_2013-07-12,5573.742827892199
6_58_2013-07-19,4544.724780677936
6_58_2013-07-26,3700.1660420195526
6_59_2012-11-02,71561.57610024817
6_59_2012-11-09,65823.68495689749
6_59_2012-11-16,572.7520917175045
6_59_2012-11-23,9533.651341099867
6_59_2012-11-30,7589.439066794901
6_59_2012-12-07,30017.195573053596
6_59_2012-12-14,1631.6853388577356
6_59_2012-12-21,9540.596095244342
6_59_2012-12-28,4190.939094766505
6_59_2013-01-04,240.31653349675878
6_59_2013-01-11,12551.224377645209
6_59_2013-01-18,15545.274675834327
6_59_2013-01-25,2944.3529002230375
6_59_2013-02-01,1004.3205152906335
6_59_2013-02-08,427.0765004148861
6_59_2013-02-15,15725.177202167526
6_59_2013-02-22,6240.6744270458885
6_59_2013-03-01,65196.93624980826
6_59_2013-03-08,22086.1842129534
6_59_2013-03-15,27705.744357752727
6_59_2013-03-22,12172.747670207027
6_59_2013-03-29,17483.514510792906
6_59_2013-04-05,19908.004210603136
6_59_2013-04-12,3591.3926565830484
6_59_2013-04-19,3742.3392361821016
6_59_2013-04-26,35540.186385248955
6_59_2013-05-03,50316.59910072006
6_59_2013-05-10,45724.010948210445
6_59_2013-05-17,103865.00905537032
6_59_2013-05-24,40841.56564107179
6_59_2013-05-31,45848.806263049424
6_59_2013-06-07,97383.31444550169
6_59_2013-06-14,30563.60198851794
6_59_2013-06-21,22174.55983176018
6_59_2013-06-28,8952.603323559157
6_59_2013-07-05,344.69068803322295
6_59_2013-07-12,21277.251422667312
6_59_2013-07-19,55367.50807906457
6_59_2013-07-26,13714.750824144026
6_60_2012-11-02,33093.35920028041
6_60_2012-11-09,28012.595067019905
6_60_2012-11-16,7906.717344200997
6_60_2012-11-23,30666.788052403735
6_60_2012-11-30,48964.17612717014
6_60_2012-12-07,49504.58022967568
6_60_2012-12-14,43107.79759114828
6_60_2012-12-21,24527.65283603453
6_60_2012-12-28,8374.568074172594
6_60_2013-01-04,36996.569873106826
6_60_2013-01-11,25680.48394387207
6_60_2013-01-18,46860.35999979012
6_60_2013-01-25,15425.506266492157
6_60_2013-02-01,445.15646317552006
6_60_2013-02-08,2830.7792770896435
6_60_2013-02-15,9326.014184325857
6_60_2013-02-22,8862.815791917923
6_60_2013-03-01,16087.099750331154
6_60_2013-03-08,30899.373531231857
6_60_2013-03-15,8337.775501022783
6_60_2013-03-22,15489.319930379004
6_60_2013-03-29,10154.651456032612
6_60_2013-04-05,2368.7750780937786
6_60_2013-04-12,627.4351972293643
6_60_2013-04-19,7002.443908934384
6_60_2013-04-26,7682.645054229455
6_60_2013-05-03,4336.421185677542
6_60_2013-05-10,12101.540755683385
6_60_2013-05-17,9120.548502442076
6_60_2013-05-24,23673.01143467263
6_60_2013-05-31,5275.696730978133
6_60_2013-06-07,4159.823201287326
6_60_2013-06-14,3799.0005190364336
6_60_2013-06-21,72746.70264826523
6_60_2013-06-28,64653.241804529716
6_60_2013-07-05,737.454596129241
6_60_2013-07-12,9147.212040631975
6_60_2013-07-19,6975.123827841465
6_60_2013-07-26,29414.615607844407
6_67_2012-11-02,1480.959161853488
6_67_2012-11-09,10406.21971340653
6_67_2012-11-16,4249.900364650022
6_67_2012-11-23,403.6895548892972
6_67_2012-11-30,12754.735034499878
6_67_2012-12-07,14281.29856473127
6_67_2012-12-14,3162.197769545883
6_67_2012-12-21,1150.4915223737235
6_67_2012-12-28,498.5448283165474
6_67_2013-01-04,14594.433674145548
6_67_2013-01-11,6080.5870811625555
6_67_2013-01-18,64148.89920256994
6_67_2013-01-25,21290.129672700954
6_67_2013-02-01,28414.130598192914
6_67_2013-02-08,12199.223812760916
6_67_2013-02-15,17382.98079124632
6_67_2013-02-22,18941.95103325137
6_67_2013-03-01,3767.8469102399654
6_67_2013-03-08,3856.3491082803225
6_67_2013-03-15,33851.82315482751
6_67_2013-03-22,52487.36060427457
6_67_2013-03-29,47543.20520572162
6_67_2013-04-05,104234.54706662877
6_67_2013-04-12,41986.413777687216
6_67_2013-04-19,45057.9894571164
6_67_2013-04-26,98478.84293027976
6_67_2013-05-03,31177.767705021037
6_67_2013-05-10,21831.894971897073
6_67_2013-05-17,9280.35392917278
6_67_2013-05-24,308.4898593502709
6_67_2013-05-31,21605.46262110028
6_67_2013-06-07,53493.97840583803
6_67_2013-06-14,13603.438664996513
6_67_2013-06-21,31744.02026326799
6_67_2013-06-28,27887.709422560543
6_67_2013-07-05,7836.185201703751
6_67_2013-07-12,32254.413548933495
6_67_2013-07-19,46353.176329999085
6_67_2013-07-26,50641.78061039
6_71_2012-11-02,43517.06365775292
6_71_2012-11-09,22481.0697010366
6_71_2012-11-16,8184.815870113675
6_71_2012-11-23,34938.69389256144
6_71_2012-11-30,25578.514535634313
6_71_2012-12-07,46864.1662286796
6_71_2012-12-14,14794.435703100164
6_71_2012-12-21,529.645896432974
6_71_2012-12-28,2652.9230280439956
6_71_2013-01-04,9314.563409044276
6_71_2013-01-11,8544.991550040873
6_71_2013-01-18,15763.592288277456
6_71_2013-01-25,32004.548612862734
6_71_2013-02-01,7973.239203781789
6_71_2013-02-08,15785.664015545166
6_71_2013-02-15,9578.793774796326
6_71_2013-02-22,2118.9118297312175
6_71_2013-03-01,381.74238858358933
6_71_2013-03-08,7007.753208148976
6_71_2013-03-15,7422.164613877153
6_71_2013-03-22,3981.375950422888
6_71_2013-03-29,13475.838047064452
6_71_2013-04-05,8897.961882749369
6_71_2013-04-12,23739.010003382748
6_71_2013-04-19,5507.813341408835
6_71_2013-04-26,4484.230465532108
6_71_2013-05-03,3398.92317566872
6_71_2013-05-10,66719.66142633412
6_71_2013-05-17,62640.90280110354
6_71_2013-05-24,472.71041326362587
6_71_2013-05-31,9318.296880078804
6_71_2013-06-07,7033.246217534836
6_71_2013-06-14,30078.22263822613
6_71_2013-06-21,1584.0553246872785
6_71_2013-06-28,9964.944865366777
6_71_2013-07-05,3834.8413649750064
6_71_2013-07-12,167.77795668900595
6_71_2013-07-19,13135.486506167374
6_71_2013-07-26,14752.043798510987
6_72_2012-11-02,2792.2764974502147
6_72_2012-11-09,867.4613542933132
6_72_2012-11-16,76.3235080678678
6_72_2012-11-23,16583.79737593614
6_72_2012-11-30,6135.231412342673
6_72_2012-12-07,65578.66913223879
6_72_2012-12-14,21113.794142075094
6_72_2012-12-21,25155.730301742708
6_72_2012-12-28,11976.232462985321
6_72_2013-01-04,17180.659120521494
6_72_2013-01-11,19555.011808554023
6_72_2013-01-18,3439.376836644378
6_72_2013-01-25,3766.6661336568422
6_72_2013-02-01,30902.008653209272
6_72_2013-02-08,49912.94055799976
6_72_2013-02-15,44040.64388796895
6_72_2013-02-22,98787.96990221039
6_72_2013-03-01,39165.43321162595
6_72_2013-03-08,46028.587863300156
6_72_2013-03-15,96160.44904626453
6_72_2013-03-22,29292.360395420757
6_72_2013-03-29,21390.161070644932
6_72_2013-04-05,8569.705839648761
6_72_2013-04-12,-9.975991885832151
6_72_2013-04-19,21597.860733061996
6_72_2013-04-26,54187.08456662458
6_72_2013-05-03,16795.375032586722
6_72_2013-05-10,31500.131808443286
6_72_2013-05-17,27766.475656584702
6_72_2013-05-24,8436.268771722744
6_72_2013-05-31,34115.96612462975
6_72_2013-06-07,46397.53921904853
6_72_2013-06-14,53427.15574135758
6_72_2013-06-21,44006.48111730057
6_72_2013-06-28,27089.41148307507
6_72_2013-07-05,8231.427927238725
6_72_2013-07-12,35437.50195374452
6_72_2013-07-19,25497.915631263622
6_72_2013-07-26,44879.67506971654
6_74_2012-11-02,14941.079498588655
6_74_2012-11-09,3073.829506268386
6_74_2012-11-16,9557.946958885615
6_74_2012-11-23,8855.462657728924
6_74_2012-11-30,16273.08243145321
6_74_2012-12-07,32678.399167328975
6_74_2012-12-14,8253.543512879745
6_74_2012-12-21,15877.474111408204
6_74_2012-12-28,9476.358172806757
6_74_2013-01-04,2246.0300755547737
6_74_2013-01-11,525.9345384453445
6_74_2013-01-18,7161.198712142291
6_74_2013-01-25,7640.638066949343
6_74_2013-02-01,4386.601631793546
6_74_2013-02-08,12239.342295062137
6_74_2013-02-15,9122.44706941877
6_74_2013-02-22,23586.438439636022
6_74_2013-03-01,5500.701571527132
6_74_2013-03-08,4782.159540699044
6_74_2013-03-15,3522.1456346670057
6_74_2013-03-22,65778.95545485256
6_74_2013-03-29,61734.6832094294
6_74_2013-04-05,878.4443523800708
6_74_2013-04-12,8964.718690816191
6_74_2013-04-19,7100.837328080009
6_74_2013-04-26,29752.88341130878
6_74_2013-05-03,1600.8313067030101
6_74_2013-05-10,10588.685530996094
6_74_2013-05-17,3944.6820856692552
6_74_2013-05-24,321.2127057149916
6_74_2013-05-31,14372.660760867933
6_74_2013-06-07,11627.270273991036
6_74_2013-06-14,3611.1165438849325
6_74_2013-06-21,1314.2135147733607
6_74_2013-06-28,189.45219661450292
6_74_2013-07-05,13504.614591807907
6_74_2013-07-12,6452.112230209472
6_74_2013-07-19,64379.53075283757
6_74_2013-07-26,22566.72494062102
6_79_2012-11-02,25551.334679303665
6_79_2012-11-09,11950.139908307625
6_79_2012-11-16,17943.04008963773
6_79_2012-11-23,19991.572670312995
6_79_2012-11-30,3369.5449174342207
6_79_2012-12-07,4118.13386324585
6_79_2012-12-14,30862.351121409905
6_79_2012-12-21,49323.37551920452
6_79_2012-12-28,42696.29317972963
6_79_2013-01-04,94699.5900908408
6_79_2013-01-11,38875.67604179118
6_79_2013-01-18,44356.23175194141
6_79_2013-01-25,98756.90842843721
6_79_2013-02-01,33555.99113072123
6_79_2013-02-08,21527.49464803465
6_79_2013-02-15,8586.739919533486
6_79_2013-02-22,200.66121870988624
6_79_2013-03-01,19872.578126001034
6_79_2013-03-08,53638.62807136973
6_79_2013-03-15,16924.500547104817
6_79_2013-03-22,31423.889837223905
6_79_2013-03-29,24858.359405818264
6_79_2013-04-05,7905.952766351175
6_79_2013-04-12,34266.18923864008
6_79_2013-04-19,46040.995698164326
6_79_2013-04-26,52767.710720401745
6_79_2013-05-03,44210.79512101654
6_79_2013-05-10,25931.474761530426
6_79_2013-05-17,8096.4081154134265
6_79_2013-05-24,34497.09871967353
6_79_2013-05-31,27062.71671857397
6_79_2013-06-07,45209.85711931724
6_79_2013-06-14,15131.341805986229
6_79_2013-06-21,2829.4028357302495
6_79_2013-06-28,9742.920392529277
6_79_2013-07-05,8684.697095696401
6_79_2013-07-12,16330.560968366353
6_79_2013-07-19,32503.638682260767
6_79_2013-07-26,7228.725453977841
6_80_2012-11-02,15146.596092339494
6_80_2012-11-09,9104.248297330763
6_80_2012-11-16,2241.338243508375
6_80_2012-11-23,470.7723832849127
6_80_2012-11-30,6534.448568140469
6_80_2012-12-07,7463.486844284874
6_80_2012-12-14,4360.569412182004
6_80_2012-12-21,12826.241204619282
6_80_2012-12-28,8248.455846933775
6_80_2013-01-04,23742.67717593325
6_80_2013-01-11,5224.555088158619
6_80_2013-01-18,4489.727399824254
6_80_2013-01-25,3457.3387131316126
6_80_2013-02-01,65350.61215202588
6_80_2013-02-08,61342.53382472906
6_80_2013-02-15,188.22920105469547
6_80_2013-02-22,8858.944707394377
6_80_2013-03-01,6826.023319108324
6_80_2013-03-08,29653.44142748675
6_80_2013-03-15,1611.7129411505591
6_80_2013-03-22,10194.39208962433
6_80_2013-03-29,3884.6512198305018
6_80_2013-04-05,279.98598418597675
6_80_2013-04-12,12935.8431933785
6_80_2013-04-19,12012.617552656866
6_80_2013-04-26,2864.60445754831
6_80_2013-05-03,357.5511707440656
6_80_2013-05-10,125.37920711388912
6_80_2013-05-17,13768.855525639925
6_80_2013-05-24,6230.941365034128
6_80_2013-05-31,64070.16123296511
6_80_2013-06-07,22672.041902999303
6_80_2013-06-14,24503.946301351578
6_80_2013-06-21,11159.240760512255
6_80_2013-06-28,17762.979613271644
6_80_2013-07-05,18503.137167125384
6_80_2013-07-12,2905.0813313507333
6_80_2013-07-19,3979.626715341897
6_80_2013-07-26,30438.23312834102
6_81_2012-11-02,46486.423404941685
6_81_2012-11-09,42412.840517394194
6_81_2012-11-16,91222.06006399699
6_81_2012-11-23,35469.37403210204
6_81_2012-11-30,44118.051027297966
6_81_2012-12-07,97962.55745684041
6_81_2012-12-14,31287.376464691628
6_81_2012-12-21,21660.360679544418
6_81_2012-12-28,8145.28604226314
6_81_2013-01-04,-152.28811577908442
6_81_2013-01-11,21619.005788272858
6_81_2013-01-18,63163.67506395319
6_81_2013-01-25,13659.504920551311
6_81_2013-02-01,35719.26697320722
6_81_2013-02-08,34219.89208237635
6_81_2013-02-15,8838.215740304537
6_81_2013-02-22,49917.395198130514
6_81_2013-03-01,51333.430070270646
6_81_2013-03-08,72767.44567942774
6_81_2013-03-15,50377.16948756224
6_81_2013-03-22,38114.76705853838
6_81_2013-03-29,8802.139699037067
6_81_2013-04-05,38235.36852631587
6_81_2013-04-12,28387.621167038567
6_81_2013-04-19,54006.202704410185
6_81_2013-04-26,15144.29951860621
6_81_2013-05-03,1277.7257399539233
6_81_2013-05-10,3228.945453509869
6_81_2013-05-17,11166.918975667564
6_81_2013-05-24,9316.197889606186
6_81_2013-05-31,18621.352330304715
6_81_2013-06-07,43170.91016254025
6_81_2013-06-14,8889.585235155793
6_81_2013-06-21,17921.129750290893
6_81_2013-06-28,10007.023355285504
6_81_2013-07-05,2410.0431084128513
6_81_2013-07-12,751.5600474184926
6_81_2013-07-19,8150.594032122204
6_81_2013-07-26,7666.935077954811
6_82_2012-11-02,4351.552706394136
6_82_2012-11-09,13004.404735709071
6_82_2012-11-16,9676.228181201086
6_82_2012-11-23,28357.44272926929
6_82_2012-11-30,5999.460565130554
6_82_2012-12-07,9249.232646685135
6_82_2012-12-14,3837.069383515258
6_82_2012-12-21,67327.15401790888
6_82_2012-12-28,66406.34466460199
6_82_2013-01-04,1372.6900422658725
6_82_2013-01-11,10277.660490873835
6_82_2013-01-18,7688.818462707468
6_82_2013-01-25,37443.41346425944
6_82_2013-02-01,2279.7245889063106
6_82_2013-02-08,10227.373531004474
6_82_2013-02-15,4168.158395420719
6_82_2013-02-22,600.8453591512113
6_82_2013-03-01,14595.084092873525
6_82_2013-03-08,9049.602570044844
6_82_2013-03-15,4464.804918741083
6_82_2013-03-22,1565.303868888646
6_82_2013-03-29,669.4853086566255
6_82_2013-04-05,15467.327306648356
6_82_2013-04-12,7221.787563186989
6_82_2013-04-19,74881.66045966482
6_82_2013-04-26,24493.88818612883
6_82_2013-05-03,29635.404539856005
6_82_2013-05-10,13533.478891115605
6_82_2013-05-17,19237.87597178613
6_82_2013-05-24,24174.247989116626
6_82_2013-05-31,4096.034856741216
6_82_2013-06-07,4430.049712414018
6_82_2013-06-14,38845.32630356234
6_82_2013-06-21,53073.13216947262
6_82_2013-06-28,47207.76246841093
6_82_2013-07-05,109358.57940649321
6_82_2013-07-12,44599.50645327654
6_82_2013-07-19,50517.59598314241
6_82_2013-07-26,111318.74045143141
6_83_2012-11-02,39364.77336748893
6_83_2012-11-09,24445.40182067759
6_83_2012-11-16,9146.366678905832
6_83_2012-11-23,918.9920616725103
6_83_2012-11-30,22984.440475596373
6_83_2012-12-07,60123.69297963529
6_83_2012-12-14,14690.280142591875
6_83_2012-12-21,34584.358066798835
6_83_2012-12-28,34204.72194282182
6_83_2013-01-04,8617.99921533244
6_83_2013-01-11,47493.799045503474
6_83_2013-01-18,49646.2903300436
6_83_2013-01-25,68323.39824840812
6_83_2013-02-01,48977.51049849179
6_83_2013-02-08,32452.14829979572
6_83_2013-02-15,8647.339434635272
6_83_2013-02-22,37043.56715812058
6_83_2013-03-01,27969.436079229617
6_83_2013-03-08,46233.87956402645
6_83_2013-03-15,15625.118328615941
6_83_2013-03-22,3332.7061334718073
6_83_2013-03-29,10675.259459248067
6_83_2013-04-05,9510.08145551062
6_83_2013-04-12,18180.9824518854
6_83_2013-04-19,42669.093764256206
6_83_2013-04-26,8914.551844056472
6_83_2013-05-03,17892.90965827922
6_83_2013-05-10,9635.270272066517
6_83_2013-05-17,2630.9169527156273
6_83_2013-05-24,619.6753289238911
6_83_2013-05-31,7756.0684433562055
6_83_2013-06-07,7528.877833806966
6_83_2013-06-14,4857.129997725452
6_83_2013-06-21,13301.208174090385
6_83_2013-06-28,9700.46403725577
6_83_2013-07-05,26132.414362947286
6_83_2013-07-12,6083.87991610767
6_83_2013-07-19,7708.337661871306
6_83_2013-07-26,3851.654492632356
6_85_2012-11-02,65359.91946181157
6_85_2012-11-09,63603.26500590082
6_85_2012-11-16,2587.119615105624
6_85_2012-11-23,9990.235859470573
6_85_2012-11-30,7613.594870335967
6_85_2012-12-07,36494.84994274558
6_85_2012-12-14,2119.181769841333
6_85_2012-12-21,10480.004539062878
6_85_2012-12-28,4232.47583809619
6_85_2013-01-04,342.1944346866948
6_85_2013-01-11,15719.828937454527
6_85_2013-01-18,8188.38312204164
6_85_2013-01-25,4261.4161625522065
6_85_2013-02-01,1415.7936671204784
6_85_2013-02-08,476.42012858313
6_85_2013-02-15,17135.79931787193
6_85_2013-02-22,7472.205217365456
6_85_2013-03-01,75127.02839615448
6_85_2013-03-08,23965.626317473354
6_85_2013-03-15,26970.952245605884
6_85_2013-03-22,13614.541665841203
6_85_2013-03-29,18488.123337101315
6_85_2013-04-05,23088.62445692824
6_85_2013-04-12,3862.9172248605696
6_85_2013-04-19,4837.6000951469005
6_85_2013-04-26,35568.8958369056
6_85_2013-05-03,52894.6517340358
6_85_2013-05-10,45978.80260394683
6_85_2013-05-17,104932.54969466908
6_85_2013-05-24,42266.26653842037
6_85_2013-05-31,48232.46870253469
6_85_2013-06-07,106233.98182684372
6_85_2013-06-14,35345.82878665962
6_85_2013-06-21,23701.333497256008
6_85_2013-06-28,9544.790689714055
6_85_2013-07-05,982.4571437746779
6_85_2013-07-12,21373.54856903844
6_85_2013-07-19,60215.498227284144
6_85_2013-07-26,13440.12405733398
6_87_2012-11-02,33045.416732244485
6_87_2012-11-09,32171.003797722828
6_87_2012-11-16,8397.587514210441
6_87_2012-11-23,45223.92350730351
6_87_2012-11-30,48443.7194230069
6_87_2012-12-07,68184.42465254597
6_87_2012-12-14,50060.94236782876
6_87_2012-12-21,34625.98847682667
6_87_2012-12-28,8712.896212535983
6_87_2013-01-04,35991.68308046456
6_87_2013-01-11,27045.02591966803
6_87_2013-01-18,45810.42233618421
6_87_2013-01-25,14938.260044697605
6_87_2013-02-01,3148.3631854325813
6_87_2013-02-08,10384.682423784645
6_87_2013-02-15,9277.52400137473
6_87_2013-02-22,17878.477502221653
6_87_2013-03-01,42474.39252237273
6_87_2013-03-08,7357.3465419930035
6_87_2013-03-15,17419.812690644634
6_87_2013-03-22,9353.145172749766
6_87_2013-03-29,2330.044850509192
6_87_2013-04-05,657.4888357035
6_87_2013-04-12,7950.369725424864
6_87_2013-04-19,7661.876969426539
6_87_2013-04-26,3969.374550477359
6_87_2013-05-03,12927.688632876318
6_87_2013-05-10,8339.103728925002
6_87_2013-05-17,25830.05910491346
6_87_2013-05-24,5951.97942275252
6_87_2013-05-31,8391.729345917227
6_87_2013-06-07,3757.056225893699
6_87_2013-06-14,64136.47092561696
6_87_2013-06-21,62808.623322798456
6_87_2013-06-28,1536.4340470978548
6_87_2013-07-05,9987.267476933228
6_87_2013-07-12,7488.459637804515
6_87_2013-07-19,36191.704055461385
6_87_2013-07-26,1879.9918789269416
6_90_2012-11-02,10356.685956207415
6_90_2012-11-09,3909.3194017258984
6_90_2012-11-16,517.7624163877168
6_90_2012-11-23,14666.284827280102
6_90_2012-11-30,6139.268178378022
